Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8705702,2019-07-23 10:26:24,2019-03-10 08:43:21,37568423,5710400296,37568423,152,2019,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705702,SRX5501245,LIB11094472.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470308,SAMN11094472,simple,10116,Rattus norvegicus,Kidney_27Mo_fasted_368_2E8-1,,,,368,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,FDE22E31A555910DC7636D9180C20495,4AC58FC2AE904A9ACB62B5DAE7574DE9
SRR8705690,2019-07-23 10:26:24,2019-03-10 08:44:05,43237152,6572047104,43237152,152,2330,,https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/008501/SRR8705690,SRX5501257,LIB11094473.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470315,SAMN11094473,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_294_2B1-1,,,,294,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,60A8EF1C6156507B490D4349D5EA1B7F,286D01C214132A80A4EF087D2064EEF1
SRR8705727,2019-07-23 10:26:23,2019-03-10 08:43:16,36044474,5478760048,36044474,152,1962,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705727,SRX5501220,LIB11094475.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470287,SAMN11094475,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_296_2D1-1,,,,296,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,6F87426C113739AFA90DB10F28813FCA,ECF68B0FC6BE21A63C87E0970C5BDEB5
SRR8705692,2019-07-23 10:26:24,2019-03-10 08:45:02,40472061,6151753272,40472061,152,2205,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/008501/SRR8705692,SRX5501255,LIB11094476.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470314,SAMN11094476,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_297_2E1-1,,,,297,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,C8DBBE843347CD5ED6D08FF4356C0F5A,DFC48C4A0C831AF7F0D465A9379601AD
SRR8705694,2019-07-23 10:26:24,2019-03-10 08:44:48,39266244,5968469088,39266244,152,2105,,https://sra-download.ncbi.nlm.nih.gov/traces/sra16/SRR/008501/SRR8705694,SRX5501253,LIB11094476.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470314,SAMN11094476,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_297_2E1-1,,,,297,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,C3C35A91E2AB5C35A69AA3C1DEB73B5B,C168203DFF9E80D0FA4EF3FDFC740393
SRR8705691,2019-07-23 10:26:24,2019-03-10 08:44:09,43645008,6634041216,43645008,152,2372,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705691,SRX5501256,LIB11094477.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470298,SAMN11094477,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_298_2F1-1,,,,298,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,25299377EA7E79DE174461E06A726A11,B9EF8DC99A13D5036FC0BD27ABDA6A81
SRR8705713,2019-07-23 10:26:24,2019-03-10 08:40:44,32561280,4949314560,32561280,152,1775,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008501/SRR8705713,SRX5501234,LIB11094477.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470298,SAMN11094477,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_298_2F1-1,,,,298,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,EFAFC359EC3E11D88CD3DDE02608E46B,52D0C1E451CD7A5BE211790E9BF523CB
SRR8705696,2019-07-23 10:26:24,2019-03-10 08:44:31,44522193,6767373336,44522193,152,2391,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705696,SRX5501251,LIB11094478.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470272,SAMN11094478,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_299_2G1-1,,,,299,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,B61F4B8ABFD0E15D4693BDC6E699A999,4021D5D57D37FACB8426172478A76FE1
SRR8705721,2019-07-23 10:26:23,2019-03-10 08:42:27,39198162,5958120624,39198162,152,2157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/008501/SRR8705721,SRX5501226,LIB11094479.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470292,SAMN11094479,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_300_2H1-1,,,,300,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,3AEEED8A5CD3C7622F3E6A314B15BC10,8F29C28172EA26C9157FE89FCE420D39
SRR8705719,2019-07-23 10:26:23,2019-03-10 08:31:21,5394575,819975400,5394575,152,287,,https://sra-download.ncbi.nlm.nih.gov/traces/sra72/SRR/008501/SRR8705719,SRX5501228,LIB11094479.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470292,SAMN11094479,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_300_2H1-1,,,,300,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,F0828C66079ACD673F64DAE7907A88BF,4C2826796341DDB1B5CBA7E8AF86569D
SRR8705718,2019-07-23 10:26:23,2019-03-10 08:45:17,47980295,7293004840,47980295,152,2675,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008501/SRR8705718,SRX5501229,LIB11094480.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470294,SAMN11094480,simple,10116,Rattus norvegicus,Kidney_6Mo_fasted_301_2A2-1,,,,301,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,FF4A8D6F4EBC49782BC67CAD9002083B,E49E31090A6D4859A8363F20AB42B3F4
SRR8705716,2019-07-23 10:26:23,2019-03-10 08:43:36,36424325,5536497400,36424325,152,2069,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008501/SRR8705716,SRX5501231,LIB11094481.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470295,SAMN11094481,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_276_2B2-1,,,,276,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,E5F753D3036524EB6E3C0A4A3FCB43CF,14360A513660F0960FAF0D6C152F8376
SRR8705717,2019-07-23 10:26:23,2019-03-10 08:34:07,12369990,1880238480,12369990,152,676,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008501/SRR8705717,SRX5501230,LIB11094481.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470295,SAMN11094481,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_276_2B2-1,,,,276,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,9B32A8F6538E19643200898AF432C787,3940A9C42B98586B99506416FBA447F3
SRR8705715,2019-07-23 10:26:23,2019-03-10 08:43:28,36418218,5535569136,36418218,152,2003,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705715,SRX5501232,LIB11094482.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470296,SAMN11094482,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_277_2C2-1,,,,277,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,E6D790A4E2C31E33507D62FE50BA3AE2,40C24075D38EC11C2A897C4CAC22F6A5
SRR8705687,2019-07-23 10:26:24,2019-03-10 08:43:00,34511462,5245742224,34511462,152,1864,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/008501/SRR8705687,SRX5501260,LIB11094483.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470318,SAMN11094483,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_278_2D2-1,,,,278,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,00659824F1CA32B7B17F1BB99D6B10D7,10C12F3F7FE9F8DE816B29AA272F1CB4
SRR8705686,2019-07-23 10:26:24,2019-03-10 08:40:13,36873898,5604832496,36873898,152,1960,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705686,SRX5501261,LIB11094484.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470319,SAMN11094484,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_279_2E2-1,,,,279,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,9632E5C9697F7971E6CD172CDB466DA0,B03C447AFA1732E0F8F883E5450D72E4
SRR8705712,2019-07-23 10:26:24,2019-03-10 08:39:18,29008350,4409269200,29008350,152,1559,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008501/SRR8705712,SRX5501235,LIB11094485.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470299,SAMN11094485,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_280_2F2-1,,,,280,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,324BE458FA3158D8F714D8ABBECD33B9,1CA8461FA8BE1688396CA72417551761
SRR8705725,2019-07-23 10:26:23,2019-03-10 08:45:53,45766968,6956579136,45766968,152,2469,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705725,SRX5501222,LIB11094486.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470289,SAMN11094486,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_281_2G2-1,,,,281,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,6B49E843B8EA120065EC25AE92CF51E4,57B76240C50DE839D933671AD1874315
SRR8705723,2019-07-23 10:26:23,2019-03-10 08:45:56,49810027,7571124104,49810027,152,2669,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705723,SRX5501224,LIB11094486.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470289,SAMN11094486,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_281_2G2-1,,,,281,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,24F27D68F445AAA32083D1D45E986C01,D1AFA5982D6A6CA1C7595056D582842B
SRR8705683,2019-07-23 10:26:24,2019-03-10 08:37:54,24277828,3690229856,24277828,152,1300,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705683,SRX5501264,LIB11094487.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470322,SAMN11094487,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_282_2H2-1,,,,282,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,34023487903FBB74B0197AC079BC1EB2,B974ABE10B51664761981559F1901596
SRR8705684,2019-07-23 10:26:24,2019-03-10 08:45:50,41498701,6307802552,41498701,152,2218,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/008501/SRR8705684,SRX5501263,LIB11094488.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470321,SAMN11094488,simple,10116,Rattus norvegicus,Kidney_9Mo_fasted_283_2A3-1,,,,283,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,B8D5792E94388B976F1E0E172068F079,634D4984CF6E2D2A4D30906ACA522CB3

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8524953,2019-07-23 10:26:23,2019-02-03 03:12:41,36263873,5512108696,36263873,152,1906,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524953,SRX5327789,LIB10866764,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322517,SAMN10866764,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_284_3B3-1,,,,284,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,8F414DE26A592BA55ABA4030BDC3ADF5,ABB43D046A235102D3C11C266E53F2B3
SRR8524952,2019-07-23 10:26:23,2019-02-03 03:12:44,32628244,4959493088,32628244,152,1732,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524952,SRX5327790,LIB10866765,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322519,SAMN10866765,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_285_3C3-1,,,,285,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,A9E2C698BC3C27BB7518A3CF5649E915,C85049CE5A0922781A954E2CA5013467
SRR8524955,2019-07-23 10:26:23,2019-02-03 03:12:57,34367946,5223927792,34367946,152,1808,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524955,SRX5327787,LIB10866766,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322516,SAMN10866766,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_286_3D3-1,,,,286,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,F35D59EF257BB29771A615BC38833156,8797584CEFFC155A53DB067CE0F77A23
SRR8524954,2019-07-23 10:26:23,2019-02-03 03:12:32,35433988,5385966176,35433988,152,1906,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524954,SRX5327788,LIB10866767,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322518,SAMN10866767,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_287_3E3-1,,,,287,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,90D804EF332EA5F15D784BFD0A7A9E30,61EC6845DB80F39DB2AAD8B5652C02C6
SRR8524957,2019-07-23 10:26:22,2019-02-03 03:12:56,36028622,5476350544,36028622,152,1897,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524957,SRX5327785,LIB10866768,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322514,SAMN10866768,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_288_3F3-1,,,,288,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,D7E17C9904075EB74E232F108E219EE9,646ABBE61E3915E12D37E762E0047977
SRR8524956,2019-07-23 10:26:23,2019-02-03 03:14:43,36710097,5579934744,36710097,152,1918,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524956,SRX5327786,LIB10866769,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322515,SAMN10866769,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_289_3G3-1,,,,289,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,D5E9F1D9F8FA05DBAE9CE60E1A70CAE2,5AF3AEF296E17C607B662B4F1FDD679F
SRR8524959,2019-07-23 10:26:22,2019-02-03 03:08:43,23190112,3524897024,23190112,152,1225,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524959,SRX5327783,LIB10866770,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322512,SAMN10866770,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_290_3H3-1,,,,290,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,08A381EDBA05331C48088719FA691720,74E1C5410DAED0C939904AA985D4BA97
SRR8524958,2019-07-23 10:26:22,2019-02-03 03:13:32,38236869,5812004088,38236869,152,2024,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524958,SRX5327784,LIB10866771,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322513,SAMN10866771,simple,10116,Rattus norvegicus,Gastrocnemius_12Mo_fasted_291_3A4-1,,,,291,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,8FBB8086A2063320EC106641A912FD3C,2EF3B3385C3883F7CB6D04E54234488D
SRR8524951,2019-07-23 10:26:23,2019-02-03 03:15:33,33583343,5104668136,33583343,152,1758,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524951,SRX5327791,LIB10866772,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322520,SAMN10866772,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_227_3B4-1,,,,227,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,819018D1D4B4526E75EF7E4333F661D1,8D71D28B8BD823BC3824754DC8021ABF
SRR8524950,2019-07-23 10:26:23,2019-02-03 03:12:17,33554340,5100259680,33554340,152,1762,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524950,SRX5327792,LIB10866773,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322521,SAMN10866773,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_228_3C4-1,,,,228,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,A1B5583AD3B1216E37230D78598D6894,7DB11146F9E9682976EEDFB84922C24E
SRR8524941,2019-07-23 10:26:23,2019-02-03 03:13:45,37127866,5643435632,37127866,152,1953,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524941,SRX5327801,LIB10866774,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322530,SAMN10866774,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_229_3D4-1,,,,229,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,10FCE39C0F3CFAF1F486A40A8F4E99A0,C4A7823F254CFEECC9D78305B24FFB4A
SRR8524940,2019-07-23 10:26:23,2019-02-03 03:15:43,43277087,6578117224,43277087,152,2290,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524940,SRX5327802,LIB10866775,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322531,SAMN10866775,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_230_3E4-1,,,,230,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,704F577794B51176140C6349FE58EA4A,C4AD680542C5F21596382B960BB414A9
SRR8524939,2019-07-23 10:26:23,2019-02-03 03:10:03,37486798,5697993296,37486798,152,1976,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524939,SRX5327803,LIB10866776,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322532,SAMN10866776,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_231_3F4-1,,,,231,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,8714F93322353EBF4D71277622E4FCEF,1753B40F1829BF4663D05C4DEDFA4BF5
SRR8524938,2019-07-23 10:26:23,2019-02-03 03:12:39,35751958,5434297616,35751958,152,1889,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524938,SRX5327804,LIB10866777,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322533,SAMN10866777,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_232_3G4-1,,,,232,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,DA25B9D28E1CF6D798875A139A7ADD74,CEDAF89C662D510000DCA3A8E354E74D
SRR8524945,2019-07-23 10:26:23,2019-02-03 03:15:40,35604503,5411884456,35604503,152,1875,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524945,SRX5327797,LIB10866778,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322526,SAMN10866778,simple,10116,Rattus norvegicus,Gastrocnemius_18Mo_fasted_234_3A5-1,,,,234,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,5236E0EC0C57B6EE9051B1729DFCB72C,5A1118327D45A769F51D8580CE983AF3
SRR8524944,2019-07-23 10:26:23,2019-02-03 03:11:36,31512476,4789896352,31512476,152,1671,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524944,SRX5327798,LIB10866779,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322527,SAMN10866779,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_120_3B5-1,,,,120,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,7D44E615C90FA846E4488DCA05981318,ABAF99D2E56FCE747CB1F3993056701D
SRR8524943,2019-07-23 10:26:23,2019-02-03 03:17:42,29896642,4544289584,29896642,152,1583,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524943,SRX5327799,LIB10866780,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322528,SAMN10866780,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_122_3C5-1,,,,122,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,2AEFB05F1AC1637D204DA381F20149D9,E03FFA0FBA267387C543B4BA903FB5CA
SRR8524942,2019-07-23 10:26:23,2019-02-03 03:13:04,35562728,5405534656,35562728,152,1859,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524942,SRX5327800,LIB10866781,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322529,SAMN10866781,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_140_3D5-1,,,,140,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,6D5124B958035F4DE6D67259903DF9DB,17132B05ED4D878F56122BE4884A3845
